0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	9	7	4	6	6	5	4	7	6	5	4
